bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,sqft_above,sqft_basement,city,zipcode,log_sqft_lot,was_renovated,age,price
2.0,1.5,1580,1.0,0,2,3,1280,300,34,61,8.210939733379021,1,73,530000.0
4.0,2.75,3790,2.0,0,0,3,3790,0,32,43,9.275191344295799,0,15,875000.0
3.0,1.5,1900,1.5,0,0,3,1640,260,34,54,8.517393171418904,1,88,550000.0
4.0,2.25,1800,1.0,0,0,4,1360,440,18,21,9.06230429314878,0,34,522000.0
4.0,2.5,1910,2.0,0,0,3,1910,0,20,23,8.517393171418904,0,9,297500.0
4.0,2.25,2210,2.0,0,0,4,2210,0,17,20,9.145481799627687,0,46,305000.0
4.0,2.5,2190,2.5,0,0,5,2190,0,22,25,8.902591637374087,0,56,925000.0
2.0,1.0,940,1.0,0,0,4,940,0,10,73,8.589699882202986,0,62,234000.0
4.0,2.75,3010,2.0,0,0,3,3010,0,32,43,9.67990640549087,0,18,775000.0
4.0,5.25,6500,2.0,0,0,3,5180,1320,21,24,9.614938437644996,0,13,2458000.0
4.0,2.5,3060,2.0,0,0,3,3060,0,15,17,8.87360810154911,0,8,826000.0
3.0,3.25,1980,3.0,0,0,3,1980,0,34,47,7.955425088912672,1,27,660000.0
4.0,3.0,3150,2.0,0,0,3,3150,0,32,43,8.959183074206774,0,14,700000.0
3.0,2.5,2190,2.0,0,0,3,2190,0,19,67,8.49351506406166,0,15,503000.0
3.0,1.0,1070,1.0,0,0,3,1070,0,34,57,8.87360810154911,0,25,327500.0
3.0,2.0,2420,1.0,0,1,5,1500,920,18,22,9.79031885443049,0,35,795000.0
3.0,2.25,1640,3.0,0,0,3,1640,0,34,53,7.094234845924755,0,0,772000.0
3.0,1.75,1410,2.0,0,0,3,1410,0,20,23,8.999742789830492,0,29,263000.0
5.0,2.5,3210,1.0,0,0,4,1830,1380,3,6,9.392745258631441,0,46,725000.0
4.0,2.5,3200,2.0,0,0,3,3200,0,31,37,8.775549434486189,0,9,515000.0
3.0,2.5,2600,1.0,0,0,3,2600,0,32,42,9.219597393238859,0,30,625000.0
3.0,3.5,2876,2.0,0,0,3,2360,516,41,41,8.534443544822764,0,7,525000.0
5.0,6.5,7270,2.0,0,0,3,6420,850,15,17,11.775428181391266,0,4,2238888.0
2.0,2.25,930,2.0,0,0,3,630,300,34,64,6.617402977974478,0,7,355000.0
4.0,1.75,1440,1.0,0,0,4,1440,0,3,3,9.495293724856706,0,47,1038000.0
4.0,2.5,3670,2.0,0,0,3,3670,0,32,43,8.853808274977197,0,9,820000.0
3.0,2.5,2370,2.0,0,0,3,2370,0,20,23,8.343077871169383,0,0,351999.0
3.0,1.0,1210,1.0,0,0,2,1210,0,40,40,11.5447922813086,1,96,160000.0
3.0,1.75,1520,1.0,0,0,3,1520,0,5,9,9.062536177207788,0,38,366000.0
3.0,1.0,1330,1.0,0,0,3,900,430,32,42,9.66007751636045,0,30,405000.0
4.0,1.75,2330,2.0,0,0,5,1300,1030,34,48,8.294299608857235,1,90,840000.0
4.0,2.5,2070,2.0,0,0,3,2070,0,20,23,8.412054873292933,1,10,343000.0
2.0,2.0,1310,2.0,0,0,3,1310,0,20,23,7.952263308657046,1,10,218000.0
4.0,2.5,2670,2.0,0,0,4,2670,0,15,17,9.507774735870642,0,25,690000.0
4.0,2.5,1960,2.0,0,0,3,1960,0,17,18,9.200189020919808,0,13,259585.571429
4.0,2.5,2490,2.0,0,0,3,2490,0,1,45,9.002701007197938,0,13,306000.0
5.0,3.5,5850,2.0,0,2,4,4670,1180,3,3,10.03828064887766,1,36,1700000.0
2.0,1.0,2034,1.0,1,4,5,1159,875,40,40,9.502487461387123,0,67,549000.0
5.0,2.75,2550,1.0,0,0,5,1390,1160,24,34,8.952346543226227,0,47,480000.0
3.0,2.0,1670,1.5,0,0,3,1670,0,34,56,8.427924723658055,0,83,585000.0
4.0,2.5,2630,2.0,0,0,3,2630,0,31,34,8.730043953245016,0,15,585000.0
3.0,1.75,2090,2.0,0,0,3,1610,480,34,74,8.460834457746854,1,67,865000.0
3.0,1.75,1980,1.0,0,1,5,1090,890,34,63,8.740496729931813,0,104,440825.0
3.0,1.0,1110,1.0,0,0,3,1110,0,35,67,9.058819564334941,1,35,299900.0
4.0,2.5,2560,2.0,0,0,3,2560,0,30,32,8.629449873761905,0,13,600000.0
2.0,1.0,780,1.0,0,0,4,780,0,34,65,8.517393171418904,0,71,285000.0
4.0,2.5,1810,1.0,0,0,3,1230,580,17,26,10.587593988443924,1,44,235000.0
3.0,1.0,990,1.0,0,0,5,990,0,31,37,9.28023949935585,0,54,284950.0
2.0,1.0,800,1.0,0,0,3,800,0,34,69,9.61587214452889,1,87,110000.0
3.0,2.25,2330,1.5,0,2,5,1520,810,34,54,8.294299608857235,0,87,680000.0
4.0,2.5,4620,2.0,0,0,4,4620,0,14,13,9.942419762537915,0,23,575000.0
3.0,1.0,1250,1.0,0,0,4,1250,0,31,34,9.655282570626547,0,55,235000.0
4.0,3.5,2910,2.0,0,0,3,2910,0,37,38,8.568076401730806,1,2,610000.0
3.0,1.0,1080,1.0,0,0,3,1080,0,1,0,9.259225769705994,1,47,132500.0
4.0,1.75,2670,2.0,0,4,3,2670,0,1,45,12.152075699568309,1,42,400000.0
2.0,1.0,1240,1.0,0,1,3,1000,240,40,40,10.205183470748327,1,71,355000.0
3.0,2.5,2110,2.0,0,0,3,2110,0,30,31,8.188966863648876,0,9,638000.0
4.0,3.5,3450,2.0,0,0,3,3450,0,3,5,8.96610085736724,0,7,1050000.0
3.0,1.75,1150,1.0,0,0,4,1150,0,17,18,8.997147151515142,0,31,220083.333333
4.0,2.0,1870,1.5,0,0,3,1870,0,34,60,8.699681400989514,1,58,310000.0
2.0,1.0,1320,1.0,0,0,4,1320,0,6,69,9.089979015305,0,71,215000.0
2.0,2.0,1420,1.5,0,2,5,1420,0,34,54,9.126088819528592,1,86,592500.0
4.0,2.75,2600,1.0,0,0,5,1580,1020,32,43,10.507366265337891,0,38,610000.0
2.0,1.0,740,1.0,0,0,2,740,0,34,65,9.328212292571072,0,76,235750.0
3.0,2.25,1580,2.0,0,0,4,1580,0,14,13,8.979920411691197,0,28,247000.0
3.0,2.5,1700,2.0,0,0,3,1700,0,31,33,8.922258219503062,0,20,349950.0
2.0,1.75,1210,1.0,0,0,3,1210,0,18,22,8.9237243977064,0,32,342500.0
3.0,1.0,1190,1.0,0,0,4,1190,0,25,68,9.157677719392877,1,61,375000.0
3.0,2.25,1670,1.0,0,0,4,1190,480,17,19,8.97233695775495,0,37,252000.0
4.0,1.75,1900,1.0,0,0,5,1900,0,1,1,9.267571005430455,0,56,265000.0
4.0,2.5,2490,2.0,0,0,4,2490,0,30,31,8.550821372396221,0,14,725000.0
3.0,2.0,1060,1.0,0,0,3,1060,0,34,61,8.657129031713755,1,33,315000.0
3.0,2.25,1410,2.0,0,0,3,1290,120,15,15,7.160845906664299,0,9,379500.0
4.0,1.0,1200,1.5,0,0,3,1200,0,34,49,8.699681400989514,1,91,220000.0
3.0,1.75,1180,1.0,0,0,4,940,240,32,42,9.263122557415151,0,33,385000.0
4.0,1.0,2080,1.0,0,0,3,1040,1040,34,56,8.612685172875459,1,73,480000.0
3.0,1.5,1490,1.0,0,0,4,1490,0,30,31,9.04499391938819,0,51,412500.0
5.0,2.0,3530,1.5,0,0,3,3530,0,34,64,9.146974496354362,1,89,930000.0
3.0,1.75,3600,2.0,0,0,4,2400,1200,18,21,9.067277989134345,0,66,461000.0
4.0,2.25,2560,2.0,0,0,4,2560,0,18,22,9.183174703903413,0,41,650000.0
3.0,2.0,1400,1.0,0,0,3,1150,250,31,36,8.90720619496548,1,35,225000.0
2.0,1.5,840,2.0,0,0,3,840,0,34,54,6.7661917146603505,0,9,270000.0
4.0,3.0,2370,1.5,0,0,5,1650,720,34,54,8.208764045819667,0,98,471500.0
4.0,3.5,4910,1.5,0,0,3,3110,1800,32,42,9.15324077993561,0,7,1222500.0
3.0,2.75,2220,2.0,0,0,3,1700,520,34,59,8.294299608857235,1,100,800000.0
2.0,1.0,870,1.5,0,0,2,870,0,34,64,8.58316818033977,0,108,271310.0
3.0,2.25,1920,1.0,0,0,4,1060,860,34,62,8.483429561263428,0,93,385000.0
4.0,2.75,2640,1.5,0,0,3,2640,0,17,19,10.465129857127469,1,51,395000.0
3.0,1.0,1750,1.0,0,0,4,1150,600,6,68,8.962007209588313,0,58,251555.555556
4.0,2.5,2560,1.0,0,0,4,1280,1280,15,15,9.249657234353133,0,49,440000.0
3.0,1.75,1600,1.0,0,0,4,1600,0,18,22,9.862717639992917,0,47,510000.0
3.0,3.25,3620,2.0,0,0,3,2730,890,34,74,8.294299608857235,0,9,1015000.0
3.0,1.75,1880,1.0,0,0,3,1330,550,1,0,9.328123407632566,0,29,248400.0
6.0,3.75,2930,2.0,0,3,3,2930,0,3,5,9.614538010517382,1,1,915000.0
3.0,2.5,1400,3.5,0,0,3,1400,0,34,47,7.180069874302796,0,7,563500.0
3.0,1.0,1150,1.0,0,0,3,1150,0,34,69,8.999742789830492,0,82,185000.0
4.0,2.25,2560,1.0,0,0,4,1760,800,30,31,9.401043372798053,1,38,765000.0
4.0,1.75,2260,1.0,0,1,4,1130,1130,18,21,8.854522203757432,1,67,648360.0
3.0,1.0,1010,1.0,0,0,3,1010,0,31,37,9.16062477973025,1,45,270000.0
4.0,2.5,2040,2.0,0,0,3,2040,0,34,69,10.02809171576066,0,3,350000.0
3.0,2.5,2060,2.0,0,0,3,2060,0,37,38,8.389359819906353,0,7,418500.0
4.0,2.5,2310,2.0,0,0,3,2310,0,34,70,8.537191877922927,1,1,790000.0
2.0,2.5,1230,2.0,0,0,3,870,360,34,53,7.238496840894365,1,10,490000.0
3.0,2.5,1420,3.0,0,0,3,1420,0,34,50,7.121252453244542,0,0,510000.0
3.0,1.75,1260,1.0,0,0,4,1260,0,17,18,9.142810715182584,0,51,200500.0
3.0,2.5,2010,2.0,0,0,3,2010,0,16,16,8.881975184248867,0,20,515000.0
3.0,1.5,1260,1.5,0,0,3,1260,0,34,55,8.0507033814703,0,83,523000.0
3.0,1.0,1290,1.0,0,0,3,980,310,34,63,8.612685172875459,1,63,372220.0
3.0,2.5,2460,2.0,0,0,3,2460,0,30,31,9.395075679994072,0,18,693000.0
4.0,2.5,2540,2.0,0,0,3,2540,0,30,32,10.563026241922243,1,27,677099.565217
3.0,2.5,2770,2.0,0,0,3,2770,0,3,5,9.120087382998621,0,23,860000.0
5.0,2.75,2910,1.0,0,0,3,1590,1320,32,43,10.498222246109226,1,37,542804.75
3.0,2.0,1330,1.0,0,0,4,630,700,34,51,8.699681400989514,1,114,240000.0
3.0,2.0,2330,2.5,0,0,3,2330,0,3,4,10.187613308785131,1,27,530000.0
3.0,1.75,1230,1.0,0,0,4,1230,0,1,0,9.477079667408038,0,52,175000.0
3.0,2.5,1780,3.0,0,0,3,1600,180,34,47,7.305188215393037,0,8,586500.0
3.0,2.5,2680,2.0,0,0,3,2680,0,14,13,8.956479847999912,1,24,320000.0
3.0,1.0,1200,1.0,0,0,3,920,280,34,69,8.740496729931813,1,71,280000.0
4.0,1.75,1290,2.0,0,0,4,1290,0,34,47,8.026496938945412,1,108,549000.0
2.0,1.0,1270,1.0,0,0,3,1090,180,34,56,8.517393171418904,1,65,615000.0
4.0,3.0,3520,1.0,0,0,3,1980,1540,34,50,8.496173824192162,1,60,800000.0
3.0,1.75,1610,1.0,0,0,3,1090,520,34,53,8.881975184248867,1,41,1180500.0
2.0,1.0,800,1.0,0,2,3,800,0,34,54,8.761080103868347,1,74,379000.0
2.0,1.0,1190,1.0,0,0,3,830,360,34,69,8.910450756416656,1,73,229000.0
3.0,1.0,1710,1.5,0,0,3,1710,0,34,47,8.30671904320269,1,105,620000.0
3.0,2.25,1800,2.0,0,0,3,1800,0,20,23,9.259225769705994,0,19,332500.0
3.0,2.5,1480,2.0,0,0,3,1480,0,26,27,9.657587014099303,1,27,275000.0
3.0,2.5,2480,2.0,0,0,3,2480,0,31,36,9.029178142902074,0,28,415000.0
1.0,1.0,700,1.0,0,0,4,700,0,34,49,7.824445930877619,0,107,295000.0
5.0,1.5,1510,1.0,0,0,4,1510,0,33,69,9.113719333371757,0,55,248000.0
4.0,1.75,1360,1.5,0,0,4,1360,0,34,61,8.484876589939695,0,86,399500.0
4.0,2.25,2350,1.0,0,0,4,1430,920,3,5,9.004668301573977,0,37,555000.0
3.0,1.0,1340,1.0,0,0,4,1340,0,17,26,9.65509029374725,1,36,124740.0
5.0,2.5,4470,2.5,0,0,3,4470,0,41,41,10.466668406636046,0,30,831500.0
3.0,1.5,1820,1.0,0,0,4,1820,0,3,3,9.448333126140598,0,62,875000.0
3.0,1.75,1910,1.0,0,0,3,1340,570,41,41,9.441213969352303,1,37,415000.0
3.0,1.5,1800,1.0,0,0,4,1800,0,14,13,9.40894529884324,0,48,305000.0
4.0,2.5,1920,2.0,0,2,4,1920,0,12,12,9.055205875026193,0,20,308950.0
4.0,2.5,2760,2.0,0,0,3,2760,0,24,34,8.832149906002899,0,15,602500.0
4.0,2.5,2710,2.0,0,0,3,2710,0,32,42,8.612685172875459,0,15,668500.0
4.0,2.5,3030,3.0,0,0,3,3030,0,34,56,8.253748343328501,0,9,880000.0
4.0,3.25,2520,1.5,0,0,4,1550,970,34,54,8.119993827725105,0,83,618250.0
3.0,1.75,1700,1.5,0,0,5,1700,0,31,37,10.852245474547784,0,83,545000.0
3.0,2.5,2510,2.0,0,0,3,2510,0,32,43,8.751632702472298,0,18,659000.0
3.0,2.0,1550,1.0,0,0,5,830,720,34,61,8.706159290928861,0,72,430000.0
3.0,1.75,1726,2.0,0,0,4,1726,0,40,40,12.192617530088397,1,32,363750.0
4.0,2.25,4470,2.0,0,0,3,4470,0,41,41,11.008313827670705,1,26,1120000.0
2.0,1.0,1170,1.0,0,0,3,1170,0,26,27,9.270682600982344,1,51,295000.0
3.0,1.75,1730,1.5,0,0,3,1730,0,35,62,8.911529941736559,1,60,355000.0
3.0,1.5,1270,3.0,0,0,3,1270,0,34,54,7.254177846456518,0,7,440000.0
2.0,1.0,870,1.0,0,0,3,870,0,34,65,9.314790473332646,1,74,234000.0
4.0,2.75,3150,2.0,0,0,3,3150,0,32,43,8.85879510585745,1,10,800000.0
2.0,1.75,840,1.0,0,0,3,700,140,34,50,8.114025442356757,1,102,450000.0
3.0,2.25,1990,2.0,0,0,3,1990,0,10,73,8.756367559802975,1,47,180000.0
4.0,1.75,2090,1.0,0,0,4,1070,1020,30,31,9.007612005404566,0,51,581000.0
5.0,3.25,3160,2.0,0,2,3,2180,980,34,74,8.517393171418904,0,9,957000.0
3.0,1.0,1700,1.5,0,0,4,1700,0,34,59,8.38958706681109,1,108,800000.0
6.0,3.0,2890,2.5,0,0,3,2290,600,34,46,7.771067086065406,1,108,799200.0
5.0,3.0,3420,2.0,0,0,3,2540,880,22,25,9.805323303748898,1,62,1195000.0
2.0,1.75,1990,1.0,0,0,5,1090,900,34,47,8.294299608857235,1,62,454790.0
4.0,2.5,2200,2.0,0,0,3,2200,0,17,19,8.995412975433313,1,16,300000.0
3.0,3.5,2130,2.0,0,2,5,1530,600,34,74,8.724369949208368,0,106,819000.0
6.0,3.0,2180,2.0,0,0,3,2180,0,14,2,8.981807323377534,0,34,235000.0
4.0,2.0,1310,1.0,0,0,4,1310,0,35,67,9.042513261332681,1,61,304000.0
3.0,2.5,1740,2.0,0,0,3,1740,0,26,27,10.338090662387614,0,22,379000.0
3.0,1.0,1120,1.0,0,0,4,1120,0,41,44,9.266437111328052,0,45,320000.0
2.0,2.5,1780,2.0,0,0,5,1780,0,3,3,7.63433723562832,0,40,935000.0
3.0,2.75,2750,1.0,0,2,5,1810,940,3,5,9.799792316197363,0,36,540000.0
8.0,3.5,4440,2.0,0,3,5,3140,1300,34,53,8.776630098427717,0,55,1970000.0
4.0,2.5,3000,2.0,0,0,3,3000,0,15,15,9.248887781588422,0,19,740000.0
4.0,2.5,2120,2.0,0,0,3,2120,0,15,15,9.169934957341145,0,29,575000.0
4.0,1.75,1660,1.5,0,0,3,1660,0,34,54,8.24301946898925,1,88,619000.0
3.0,1.75,1530,2.0,0,0,3,1530,0,30,31,8.987321812850125,0,36,474000.0
3.0,1.0,1320,1.0,0,0,4,1320,0,1,1,8.853808274977197,0,47,206000.0
2.0,1.75,1480,1.0,0,0,4,840,640,34,55,8.54110501146255,1,63,483945.0
2.0,1.0,2060,1.0,0,0,3,1260,800,34,69,9.035867930125628,1,52,270000.0
3.0,1.75,1580,1.0,0,0,3,1580,0,14,2,8.798001694924846,1,26,279900.0
3.0,3.0,2940,2.0,0,0,4,2230,710,34,48,8.438799123988225,0,26,1070000.0
3.0,1.75,2530,1.0,0,0,4,1800,730,17,26,10.467408346336265,0,37,375000.0
5.0,3.0,2190,2.0,0,0,5,1490,700,34,56,8.497194544909547,0,74,588000.0
4.0,2.5,2050,2.0,0,0,3,2050,0,15,17,7.927685045615778,1,2,639888.0
4.0,2.5,2190,1.0,0,0,4,1410,780,18,21,9.198369000194964,0,35,630000.0
4.0,2.5,1830,2.0,0,0,3,1830,0,20,23,9.059750013343681,0,11,339000.0
2.0,2.5,1520,2.0,0,0,3,1240,280,34,64,7.370860166536716,0,7,430000.0
4.0,1.75,2160,1.0,0,0,4,1260,900,34,56,8.374246182096304,1,72,450000.0
3.0,3.25,3610,2.0,0,0,3,2440,1170,15,15,10.996718722251758,0,11,777000.0
2.0,1.75,1370,1.0,0,0,5,1370,0,34,47,8.542080906924017,0,70,409950.0
4.0,2.5,1830,2.0,0,0,3,1830,0,20,23,9.169726689090886,0,11,321000.0
3.0,2.0,1780,1.0,0,0,5,980,800,34,47,8.651898894268529,0,89,680000.0
4.0,3.75,3520,1.5,0,0,5,2200,1320,34,52,8.280204233279974,0,101,1220000.0
3.0,1.75,1430,1.0,0,0,3,1430,0,34,60,9.089979015305,1,64,330000.0
4.0,2.25,2600,1.0,0,0,3,1600,1000,34,71,9.200391041122515,1,49,270000.0
4.0,1.75,2180,1.0,0,0,3,1090,1090,19,67,9.512664721164834,1,58,405000.0
4.0,3.5,3460,2.0,0,0,3,2560,900,34,47,8.293549515060345,1,10,1315000.0
4.0,3.5,3920,2.0,0,0,3,3920,0,30,32,10.521992002599978,0,18,850000.0
2.0,2.0,1180,1.0,0,0,3,1180,0,34,60,9.134107065976593,1,74,257500.0
4.0,3.0,3220,2.0,0,0,3,2450,770,17,19,9.097955241381392,1,24,430000.0
2.0,1.0,960,1.0,0,0,3,960,0,34,56,8.501267040865978,1,72,280000.0
4.0,2.5,3320,2.0,0,0,5,2650,670,3,5,9.384461732204798,0,37,852600.0
3.0,2.25,3060,1.5,0,2,4,1810,1250,34,64,9.205428327615163,0,84,970000.0
4.0,1.5,1320,1.0,0,0,4,1320,0,18,21,9.564582358673212,1,60,510000.0
3.0,2.0,1110,1.0,0,0,5,1110,0,26,27,9.259225769705994,0,36,320000.0
3.0,1.75,1440,2.0,0,0,3,1440,0,11,11,10.7211285344439,1,37,328000.0
3.0,2.5,2200,2.0,0,0,3,2200,0,34,57,8.119993827725105,0,5,433500.0
3.0,1.0,1460,1.0,0,0,3,1260,200,34,47,8.881975184248867,1,108,538000.0
3.0,2.5,1540,3.0,0,0,3,1390,150,34,58,7.190676034332207,0,19,499000.0
4.0,2.5,2290,2.0,0,0,3,2290,0,15,17,8.815666824946216,0,18,570000.0
3.0,2.0,1540,1.0,0,0,3,1120,420,5,9,8.980675603671708,1,53,385500.0
3.0,1.5,1220,3.0,0,0,3,1220,0,34,62,6.99117688712121,0,7,306000.0
4.0,2.75,2410,1.0,0,0,5,1410,1000,34,50,8.699681400989514,0,64,805000.0
4.0,2.75,2890,1.0,0,0,3,1560,1330,18,22,8.828494129466652,1,41,585000.0
3.0,2.25,1940,1.0,0,0,3,1520,420,15,15,8.696343057044556,1,27,580000.0
3.0,1.5,1420,2.0,0,0,3,1140,280,34,64,7.084226422097916,0,6,345000.0
4.0,2.25,2370,2.0,0,0,4,2370,0,30,31,9.144307401371744,0,35,684680.0
4.0,2.5,1900,2.0,0,0,3,1900,0,15,17,8.66406026722579,0,20,535800.0
2.0,1.0,670,1.0,0,0,3,670,0,34,61,7.774435510302958,1,95,175000.0
3.0,3.0,2500,2.0,0,0,3,2500,0,17,19,9.024613022047395,0,17,364900.0
4.0,2.5,2670,2.0,0,0,3,2670,0,32,42,9.382443228575806,0,18,669950.0
2.0,1.0,1200,2.0,0,0,2,1200,0,30,32,10.118316634246252,0,38,170000.0
3.0,2.25,2080,1.5,0,0,3,1550,530,17,26,8.355379895253634,0,11,270000.0
4.0,3.5,3280,2.0,0,0,3,3280,0,3,5,8.795430805040018,0,7,963000.0
3.0,2.5,2970,2.0,0,0,3,2970,0,31,37,9.994607145903611,1,16,499500.0
3.0,1.5,1250,1.0,0,0,5,1250,0,24,34,8.94910546953925,0,46,410000.0
3.0,1.0,1130,1.0,0,0,3,1130,0,31,34,9.43508264465409,1,56,243069.230769
4.0,3.5,3370,2.0,0,0,3,2750,620,15,17,8.198364389967619,0,7,812000.0
4.0,1.5,1310,1.0,0,0,3,1060,250,10,66,9.018089684104343,0,61,251200.0
4.0,2.5,2050,2.0,0,0,3,2050,0,31,37,8.571113033405668,0,8,385000.0
7.0,5.5,6630,2.0,0,0,3,4930,1700,3,5,9.531191227694439,1,10,1240000.0
4.0,3.75,4130,2.0,0,0,3,4130,0,24,37,9.419060402624668,0,13,1070000.0
4.0,2.5,3150,2.0,0,0,3,3150,0,18,21,8.343791731996841,0,12,815000.0
4.0,2.5,1830,2.0,0,0,3,1830,0,20,23,8.551787836180736,0,11,312000.0
4.0,2.5,3320,2.0,0,0,3,3320,0,3,5,8.941807118363164,0,19,950000.0
6.0,3.0,1880,1.0,0,0,4,1880,0,31,34,8.881975184248867,0,48,326000.0
3.0,2.5,2060,1.0,0,0,3,1330,730,34,55,8.657129031713755,0,38,577000.0
4.0,2.5,2860,2.0,0,0,3,2860,0,32,43,9.42504844446929,0,15,655000.0
5.0,2.5,2340,1.0,0,0,2,1670,670,14,2,9.52617248784431,0,47,235500.0
3.0,2.5,1940,1.0,0,2,3,1440,500,18,22,9.187685681411377,0,39,545000.0
4.0,2.75,3488,2.0,0,0,3,3488,0,30,42,9.17107965802288,1,16,815000.0
5.0,3.5,3490,2.0,0,4,3,2460,1030,35,70,9.177920480720072,0,34,941500.0
3.0,2.5,2340,1.0,0,0,3,2340,0,20,23,10.98629222322094,0,29,485000.0
5.0,2.0,2130,1.5,0,0,5,1270,860,34,55,8.338305731356565,0,88,615000.0
3.0,1.75,2430,2.0,0,0,4,1760,670,34,56,8.517393171418904,0,69,626000.0
2.0,1.0,780,1.0,0,0,3,780,0,34,61,8.271548374755515,0,96,380000.0
4.0,2.25,1940,1.0,0,0,4,1430,510,3,6,9.120962560824966,0,58,495000.0
2.0,1.5,1930,2.0,0,0,3,1930,0,3,6,8.166784289056151,0,25,509000.0
3.0,2.5,1950,2.0,0,0,4,1950,0,17,26,9.003439196207838,0,24,328500.0
3.0,1.5,1620,1.0,0,0,4,1620,0,9,26,9.138951775888529,0,47,219950.0
4.0,1.0,1530,1.5,0,0,3,1400,130,34,71,8.881975184248867,1,66,135333.333333
3.0,1.75,2920,1.0,0,0,4,1620,1300,3,5,9.145375093123823,0,33,650000.0
5.0,3.25,4390,2.0,0,0,3,4390,0,22,25,9.328212292571072,0,7,1510000.0
4.0,2.75,3990,2.0,0,0,3,3990,0,30,32,8.80056599227992,0,11,825000.0
4.0,2.75,3330,2.0,0,0,4,3330,0,18,21,9.120853205474647,0,19,1095000.0
3.0,1.0,1250,1.0,0,0,4,1250,0,3,7,8.895766604056085,0,58,385000.0
3.0,2.25,1900,1.5,0,0,4,1440,460,41,41,10.749570389366786,0,45,600000.0
4.0,3.5,3150,2.0,0,0,3,3150,0,17,26,8.732788324973118,0,9,330000.0
2.0,1.0,1430,1.5,0,0,3,1300,130,34,53,8.006700845440367,0,85,620000.0
3.0,1.0,1030,1.0,0,0,3,1030,0,41,41,9.19370273082316,1,45,326000.0
3.0,1.5,1490,1.0,0,0,4,1490,0,16,16,9.172742341560864,0,55,385000.0
4.0,3.25,3270,2.0,0,0,3,3110,160,30,31,8.554103545436334,0,0,1033888.0
4.0,2.5,3150,2.0,0,0,3,3150,0,31,37,8.68050180902826,0,0,580135.0
4.0,2.25,1680,2.0,0,0,3,1680,0,1,45,8.064636475774222,0,12,255000.0
3.0,2.0,1230,1.0,0,0,4,1230,0,30,31,9.35036314989601,0,30,475000.0
4.0,2.5,3020,2.0,0,0,3,3020,0,32,43,8.91811465947453,1,10,750000.0
3.0,1.0,1200,1.0,0,0,4,1200,0,34,61,8.962007209588313,1,60,275000.0
2.0,1.0,1680,1.0,0,0,4,1140,540,34,63,8.77971129020447,1,73,515000.0
4.0,3.25,3120,2.0,0,0,3,2370,750,34,54,8.517393171418904,0,9,799000.0
3.0,2.5,1930,2.0,0,0,3,1930,0,34,60,8.88391747120797,0,9,530000.0
3.0,1.0,1270,1.5,0,0,3,1270,0,34,71,8.764990330169104,0,70,153000.0
2.0,1.0,910,1.0,0,0,3,910,0,34,54,8.778171881033469,1,72,405000.0
4.0,1.75,1814,1.0,0,0,4,944,870,34,54,8.517393171418904,1,63,530000.0
4.0,3.75,3160,2.5,0,0,3,3160,0,22,25,9.161780181360806,0,17,1381000.0
4.0,2.0,3140,1.0,0,0,4,2040,1100,22,25,9.25320827220336,0,55,925000.0
3.0,2.0,1570,1.0,0,0,3,1570,0,1,45,8.649448770536708,1,16,265000.0
4.0,2.5,2790,2.0,0,0,3,2790,0,31,37,8.631057447565285,0,5,505000.0
3.0,2.5,2370,2.0,0,0,3,2370,0,11,11,9.453600226875217,0,13,499950.0
4.0,1.75,2310,1.0,0,0,4,1650,660,31,36,8.992930352509733,1,38,319950.0
4.0,2.25,2170,1.0,0,0,4,1300,870,3,5,9.17636985240503,1,38,488800.0
3.0,2.0,1530,1.0,0,0,4,1530,0,31,33,9.071193240566025,0,44,235000.0
4.0,3.25,4430,2.0,0,0,3,4430,0,21,24,9.952325334619427,1,62,2750000.0
4.0,3.0,1940,1.0,0,0,4,1940,0,35,67,9.008346579384707,0,66,265000.0
3.0,2.5,1720,2.0,0,0,4,1720,0,17,26,11.512095120329514,0,24,365000.0
3.0,2.25,1490,2.0,0,0,3,1490,0,16,16,8.416930769477844,0,5,326983.333333
3.0,1.75,1560,1.5,0,2,3,1000,560,34,61,8.306472160100585,1,88,451000.0
5.0,3.75,3630,1.5,0,0,3,2470,1160,18,21,8.699681400989514,1,10,1180000.0
4.0,2.5,3360,2.0,0,0,3,3360,0,18,21,9.354354132115088,1,26,950000.0
3.0,1.5,1520,1.0,0,0,4,1520,0,31,34,8.871224644409553,0,55,292600.0
4.0,2.25,2770,2.0,0,0,3,2770,0,22,25,9.510519035757246,0,40,890000.0
3.0,1.75,1550,1.0,0,0,3,1050,500,34,56,8.210939733379021,1,87,530000.0
5.0,3.75,3580,2.0,0,0,3,3190,390,15,15,9.566335084610051,0,15,765000.0
3.0,1.0,1500,1.0,0,0,3,1000,500,34,50,8.27410200229233,1,67,606000.0
4.0,1.75,2780,2.0,0,0,4,2780,0,32,42,9.200391041122515,1,36,660000.0
2.0,1.5,1200,3.0,0,0,3,1200,0,34,47,7.431299675155903,0,6,504200.0
3.0,3.25,1630,3.0,0,0,3,1630,0,34,62,7.425357887027151,0,7,385000.0
4.0,3.5,2690,2.0,0,0,3,2690,0,32,43,8.726643415598446,0,12,699850.0
2.0,2.25,1230,2.0,0,0,3,1020,210,34,53,6.838405200847344,1,10,479000.0
3.0,2.25,1460,3.0,0,0,3,1460,0,34,62,6.848005274576363,0,8,337000.0
